LocationNumber,RSSI,TxLinkSpeed,RxLinkSpeed,MainAPConnect,TxThroughput,AvgPingLatency
14,-48.48,877.09,768.15,1,5.08,48.75
4,-53.66,621.6,886.38,0,14.2,50.06
2,-74.14,127.77,132.84,1,6.51,47.29
36,-75.02,108.76,129.71,1,11.59,59.71
24,-64.45,515.73,605.2,1,8.97,55.45
32,-74.02,230.15,188.61,1,14.64,64.17
15,-49.4,871.21,775.81,1,17.57,49.68
29,-67.96,454.45,340.41,1,15.83,56.07
26,-60.09,647.31,536.48,1,16.57,52.89
1,-75.97,180.14,199.48,1,14.46,49.75
27,-55.24,515.99,578.14,1,16.06,47.41
28,-63.08,466.68,368.04,1,15.7,67.85
32,-72.91,227.96,184.98,1,14.47,62.99
24,-62.64,654.71,583.33,1,11.1,53.31
12,-67.42,346.02,206.79,1,5.61,44.83
1,-75.86,180.4,166.45,1,14.07,48.5
5,-58.21,630.57,602.91,0,4.23,47.31
32,-73.64,251.55,182.5,1,13.3,63.74
32,-73.26,236.35,181.65,1,12.33,69.4
4,-52.98,628.8,874.94,0,15.8,45.74
3,-65.27,343.3,238.81,1,14.65,52.96
17,-50.05,863.19,851.22,1,15.62,46.5
35,-76.42,175.22,115.44,1,14.51,49.31
27,-53.55,511.36,569.3,1,16.64,71.84
14,-49.31,869.94,779.42,1,17.55,43.81
36,-75.66,118.53,140.88,1,13.87,52.45
26,-59.1,705.43,537.13,1,16.19,52.61
10,-60.24,481.77,392.57,1,14.38,64.19
18,-52.97,650.51,642.45,1,6.46,47.32
28,-63.43,344.77,389.52,1,14.25,61.9
19,-47.48,855.38,877.95,1,15.53,48.97
16,-52.28,797.5,770.02,1,17.03,51.54
13,-61.28,510.99,586.12,1,15.15,53.45
2,-72.88,165.21,139.93,1,12.41,50.3
21,-49.52,853.65,877.03,1,5.51,51.94
28,-64.7,523.22,409.12,1,12.65,59.64
2,-72.56,122.32,121.66,1,11.92,73.47
28,-64.5,338.17,372.88,1,10.96,58.25
27,-54.63,646.95,646.62,1,14.07,47.54
20,-40.37,869.64,889.25,1,14.8,46.49
5,-59.08,689.33,706.09,0,4.37,62.47
5,-59.37,636.76,602.65,0,10.95,47.98
9,-62.28,640.57,514.02,1,5.29,81.55
32,-73.21,234.78,229.85,1,14.79,63.23
15,-51.28,771.31,586.24,1,13.93,56.43
36,-76.32,121.9,133.71,1,14.07,52
31,-76.37,110.64,138.45,1,13.19,74.28
17,-50.65,870.25,868.93,1,17.63,51.94
24,-63.28,453.63,601.98,1,16.79,48.74
26,-59.47,508.27,591.39,1,17.19,56.24
31,-76.69,84.26,129.5,1,13.15,79.16
26,-60.28,519.17,473.27,1,15.49,50.77
29,-68.13,344.96,343.88,1,17.26,61.55
32,-74.37,244.25,239.76,1,5.94,67.17
6,-68.1,321.9,293.75,1,15.25,49.46
29,-67.95,455.8,345.97,1,16.53,75.86
3,-66.72,341.75,367.22,1,17.06,59.59
26,-59.43,515.78,528.95,1,15.98,53.79
19,-46.8,839.6,874.5,1,8.81,47.91
1,-77.26,257.45,144.13,1,13.18,50.29
2,-72.88,187.13,169.09,1,15.18,49.67
15,-50.31,771.51,762.02,1,5.55,52.69
5,-57.88,662.92,704.15,0,4.51,46.05
1,-75.38,185.55,116.44,1,14.88,53.19
9,-62.18,503.68,462.99,1,4.39,72.94
36,-75.55,127.27,61.96,1,14.16,59
11,-61.81,369.28,238.28,1,16.66,49.47
27,-55.08,700.91,457.71,1,15.46,60.16
23,-65.62,662.53,655.01,1,16.99,53.67
29,-69.28,478.79,238.71,1,16.01,67.26
24,-61.64,458.12,515.54,1,14.51,49.47
15,-49.83,884.72,763.4,1,4.12,50.64
16,-53.24,646.6,708.17,1,16.54,44.73
3,-65.78,271.45,389.99,1,16.64,56.11
20,-38.49,853.84,874.88,1,17.82,46
2,-72.4,122.73,138.45,1,6.56,49.16
22,-59.65,684.27,653.81,1,16.44,46.26
6,-68.44,343.04,286.34,1,14.71,50.38
26,-60.34,531.1,487.24,1,15.48,50.58
7,-69.88,169.26,243.75,1,15.57,47.13
13,-58.49,649.01,541.9,1,16.97,54.17
19,-48.86,879.78,863.89,1,17.5,47.17
3,-66.48,471.93,388.21,1,16.71,54.58
35,-73.95,176.52,133.38,1,15.96,44.49
7,-70.25,201.18,243.62,1,14.77,54.51
19,-49.04,835.17,868.53,1,17.41,46.71
18,-53.17,663.75,647.55,1,15.65,49.09
31,-76.39,230.12,114.3,1,14.16,77.22
29,-68.09,459,299.08,1,17.43,55.92
27,-55.42,522.38,595.99,1,15.92,47.39
25,-70.82,457.96,324.76,1,16.2,48.2
31,-76.72,166.84,128.59,1,14.04,73.67
9,-61.58,650.92,453.65,1,15.23,52.55
6,-67.21,374.59,276.38,1,10.74,49.34
15,-51.24,803.09,790.45,1,4.42,65.63
25,-71.13,334.67,324.96,1,14.68,61.17
11,-61.85,336.08,394.22,1,15.89,63.18
22,-59.51,522.71,649.15,1,16.86,48.29
15,-49.75,781.59,781.25,1,5.81,52.27
34,-71.37,256.91,252.1,0,4.63,54.41
10,-58.89,518.71,389.23,1,14.25,60.28
12,-66.41,359.91,250,1,5.68,43.95
29,-67.37,477.75,346.51,1,16.69,77.18
24,-63.11,643.61,561.04,1,14.53,48.97
3,-66.31,247.2,390.14,1,14.49,62.6
19,-49.96,858.65,856.71,1,15.56,46.27
6,-67,476.34,251.95,1,14.22,46.55
2,-72.49,180.33,166.3,1,17.26,50.63
27,-55.58,533.1,580.13,1,16.6,45.67
11,-61.24,376.91,406.03,1,16.99,55.65
17,-48.86,858.52,850.3,1,14.64,47.95
4,-52.93,638.01,867.27,0,14.12,49.86
16,-52.86,667.24,582.93,1,14.8,48.65
19,-45.97,827.65,851.19,1,14.54,48.32
13,-60.23,448.69,526.75,1,13.83,50.53
9,-61.42,538.66,467.27,1,16.16,52.46
17,-49.28,854.59,848.2,1,15.33,49.42
19,-49.33,857.11,867.65,1,15.53,45.99
25,-71.34,336.75,217.32,1,11.53,61.14
25,-71.46,245.08,326.2,1,15.21,55.33
27,-55.54,729.56,478.67,1,17.12,46.04
34,-71.34,249.2,173.01,0,3.29,49.35
6,-68.18,175.5,271.39,1,13.38,49.91
22,-59.52,518.61,644.38,1,17.34,49
2,-72.33,188.3,189.96,1,15.93,48.41
3,-66.28,267.98,382.56,1,9.73,57.8
16,-51.97,754.97,693.2,1,17.22,49.11
22,-58.73,643.44,643.85,1,17.66,52.81
17,-48.61,872.58,873.71,1,14.81,45.34
6,-67.11,359.46,243.88,1,13.4,61.93
25,-71.37,335.9,242.99,1,11.77,60.98
32,-73.43,181.42,231.66,1,13.39,66.69
28,-63.05,475.14,389.14,1,11.46,87.61
17,-48.4,883.39,865.23,1,15.12,46.53
29,-68.29,360.25,329.7,1,11.14,51.06
27,-53.88,662.18,585.29,1,4.72,48.99
10,-60.31,532.45,381.73,1,13.43,48.02
32,-74.43,235.06,232.53,1,4.88,67.62
2,-73.55,174.09,176.52,1,11.69,53.45
3,-65.99,345.05,372.47,1,13.77,53.63
21,-50.27,879.96,859.15,1,15.01,58
19,-46.31,885,865.18,1,5.32,51.36
33,-71.34,353.15,261.62,1,3.37,65.83
2,-72.34,169.03,130.7,1,14.64,48.38
2,-72.39,199.59,164.44,1,14.64,50.05
23,-66.1,668.78,645.47,1,3.39,47.95
27,-54.56,636.91,634.92,1,5.46,48.62
1,-76.27,237.53,126.06,1,7.86,54.9
6,-68.6,382.85,293.71,1,17.67,51.06
19,-47.15,867.98,863.12,1,15.42,47.71
36,-74.65,112.16,102.26,1,4.97,70.41
27,-55,540.76,479.61,1,15.34,49.4
7,-70.26,345.49,257.26,1,14.24,47.23
16,-53.59,637.41,785.64,1,4.79,48.83
17,-47.78,870.74,874.06,1,9.49,47.6
34,-70.83,266.1,25.01,0,14.09,58.78
14,-49.35,858.3,786.19,1,15.06,51.44
2,-73.14,97.46,123.91,1,16.79,43.85
16,-52.76,849.81,781.02,1,15.61,44.07
29,-67.51,476.66,353.83,1,5.31,73.99
6,-68.52,365.19,286.05,1,15.04,50.3
17,-48.97,857.5,871.49,1,15.24,46.1
26,-58.77,520.32,508.83,1,15.32,52.82
21,-50.93,870.48,881.78,1,16.99,46.71
32,-72.93,241.26,145.69,1,8.41,66.98
7,-70.23,165.15,230.83,1,15.36,51.99
28,-64.04,358.07,352.67,1,17.1,57.23
16,-53.21,647.08,577.13,1,14.71,49.03
26,-56.41,643.17,584.38,1,8.1,71.32
5,-59.31,697.49,715.43,0,4.82,62.65
1,-76.27,100.24,107.34,1,13.99,51.74
27,-55.42,522.28,658.44,1,16.62,58.94
17,-48.75,851.9,857.96,1,15.38,53.33
19,-48.17,873.16,842.41,1,17.13,47.69
22,-59.32,547.72,640.37,1,17.39,43.84
18,-54.83,639.29,602.77,1,4.54,47.38
16,-52.4,659.62,664.67,1,15.51,48.66
35,-75.85,118.5,111.97,1,4.04,54.14
17,-48.83,864.38,850.92,1,17.36,47.16
15,-50.38,764.94,769.88,1,4.43,46.66
32,-73.35,221.38,226.89,1,14.12,73.81
22,-59.06,514.66,641.62,1,17.24,48.67
24,-62.85,459.94,588.71,1,16.44,49.26
9,-62.26,708.65,480.14,1,5.18,91.41
36,-75.98,108.7,102.67,1,5.46,53.03
10,-61.22,366.86,392.47,1,5.75,51.97
33,-71.49,471.17,245.21,1,3.86,63.65
29,-68.54,372.05,289.24,1,15.31,49.8
16,-53,646.21,627.52,1,15.75,52.1
9,-61.8,488.66,406.27,1,15.93,67.11
14,-50.38,759.25,764.27,1,4.65,44.69
15,-51.12,648.11,691.15,1,15.55,51.82
26,-58.27,655.05,530.17,1,10.35,54.04
17,-49.05,872.35,845.08,1,4.98,47.29
14,-49.84,779.71,573.17,1,14.23,50.34
19,-47.22,860.91,876.23,1,15.27,47.59
23,-67.53,522.23,594.62,1,10.68,49.89
20,-39.76,858.43,864.43,1,15.17,45.39
26,-59.96,638.93,551.61,1,5.84,53.74
10,-59.38,529.59,396.4,1,5.33,46.84
5,-57.66,704.38,45.5,0,8.25,49.53
3,-66.16,228.53,338.58,1,15.73,57.64
7,-71.19,243.61,204.6,1,14.55,50.95
1,-75.89,167.45,163.45,1,11.82,46.16
23,-65.61,642.7,578.84,1,14.69,47.09
7,-69.88,353.3,268.53,1,14.51,47.22
23,-66.06,658.78,654.85,1,5.03,52.59
22,-59.52,633.17,610.88,1,16.55,50.11
19,-46.83,885.77,872.08,1,14.91,46.66
4,-52.03,774.3,863.79,0,3.64,50.99
35,-75.25,156.27,19.68,1,7.85,53.36
15,-50.6,878.66,767.44,1,17.51,40.89
9,-61.34,699.47,454.8,1,5.35,92.61
29,-68.85,349.86,296.72,1,14.1,52.44
24,-63.62,689.54,574.38,1,9.95,54.51
21,-51.18,780.02,845.72,1,17.03,53.9
3,-66,254.87,383.84,1,16.53,55.63
2,-72.61,184.93,172.48,1,5.48,62.28
6,-67.59,477.16,228.37,1,14.53,45.93
11,-61.81,350.67,280.15,1,15.29,50.41
26,-60.44,532.43,591.42,1,16.9,54.2
11,-61.95,363.51,397.08,1,15.27,50.03
31,-76.12,90.14,119.48,1,15.76,77.49
14,-49.24,878.01,700.12,1,5.97,61.26
25,-70.83,344.71,221.8,1,12.71,48.3
16,-52.79,775.52,709.7,1,17.51,49.69
18,-54.23,699.59,461.52,1,15.35,44.42
26,-60.02,531.8,575.51,1,16.37,49.61
13,-59.47,460.59,585.66,1,15.52,59.15
1,-75.56,172.56,114.47,1,5.56,47.39
34,-69.7,263.18,276.23,0,10.43,61.58
33,-70.98,350.81,260.63,1,7.54,72.28
7,-69.91,351.66,264.87,1,14.35,47.3
33,-70.16,237.97,180.09,1,15.96,72.52
23,-65.29,626.44,604.51,1,17.13,50.87
20,-38.14,863.72,850.24,1,16.13,50.69
32,-75.01,224.17,206.01,1,15.53,72.5
34,-71.3,253.07,252.14,0,12.88,58.48
5,-58.76,644.44,698.5,0,15.25,54.4
12,-67.19,459.16,293.26,1,8.61,63.76
17,-49.31,839.47,871.41,1,17.76,47.65
24,-62.62,694.8,558.61,1,10.39,54.78
23,-66.15,630.4,646.07,1,16.78,44.57
3,-65.9,258.14,379.37,1,15.59,68.43
18,-53.04,650.76,662.41,1,5.39,47.96
3,-66.31,347.37,355.99,1,15.22,56.04
27,-55.11,525.11,589.38,1,16.04,47.24
23,-67.46,526.94,597.79,1,15.32,50.35
9,-62.19,638.28,463.73,1,15.34,52.59
29,-68.47,337.24,295.1,1,16.35,48.21
16,-52.12,780.54,703.11,1,12.52,50.14
28,-64.18,337.43,389.74,1,15.36,68.84
16,-52.67,769.47,659.74,1,12.99,51.02
25,-70.71,341.45,217.61,1,15.04,48.21
23,-66.38,563.93,589.48,1,17.23,55.51
33,-71.42,355.61,235.76,1,2.85,66.45
33,-70.7,356.91,250.62,1,14.52,82.24
31,-76.9,113.08,128.89,1,13.42,71.08
18,-53.07,629.79,586.47,1,16,47.79
23,-66.76,653.47,614.9,1,12.83,49.04
8,-67.67,442.46,377.18,1,14.74,50.6
8,-66.83,330.01,336.03,1,16.2,46.76
26,-60.35,506.92,507.33,1,17.35,61.62
7,-71.68,232.92,258.27,1,11.09,45.36
20,-39.61,868.03,865.49,1,16.83,46.39
32,-73.23,223.91,230.47,1,14.19,63.55
26,-59.79,509.05,519,1,16.75,53.1
2,-73.44,84.93,197.46,1,8.13,46.94
8,-66.97,366.47,390.86,1,14.49,51.4
17,-49.9,852.92,855.06,1,4.89,48.03
6,-66.5,477.07,259.95,1,14.5,47.39
22,-59.09,668.84,650.88,1,14.35,47.8
5,-59.13,659.48,696.97,0,5.33,50.7
8,-66.75,342.55,365.66,1,15.32,49.78
2,-71.99,167.37,171.55,1,5.29,61.72
17,-48.8,845.73,863.94,1,15.59,47.95
36,-74.73,175.33,148.96,1,15.09,58.84
8,-67.52,361.4,318.88,1,18.11,62.41
28,-62.88,463.75,378.28,1,16.95,70.26
29,-67.8,340.77,354.06,1,15.72,53.52
29,-68.94,493.85,306.21,1,17.65,55.95
29,-68.46,353.59,357.91,1,4.46,56.11
28,-65.81,473.11,389.23,1,13.18,71.79
36,-74.97,124.6,117.59,1,8.23,53.1
26,-59.98,513.12,529.3,1,16.87,52.83
16,-51.61,769.09,685.37,1,17.08,49.39
8,-66.26,355.56,361.75,1,14.66,53.38
34,-71.38,240.18,172.1,0,12.76,55.98
35,-76.86,83.09,128.9,1,14.77,52.13
16,-52.3,780.17,656.92,1,15.74,55.49
16,-52.85,794.96,779.41,1,17.42,50.96
29,-68.1,378.44,239.48,1,15.12,59.92
17,-48.69,859.48,859.17,1,17.52,45.84
4,-51.71,800.76,843.95,0,14.46,48.91
3,-66.03,342.49,394.58,1,11.99,57.43
18,-51.49,642.99,650,1,15.56,53.37
20,-40.52,860.97,871.01,1,15.83,56.66
10,-60.58,351.65,393.45,1,11.53,58.04
32,-74.45,216.54,170.21,1,14.75,65.74
15,-50.8,660.86,669.59,1,15.87,51.88
16,-52.87,771.34,651.4,1,4.92,51.12
27,-55.68,656.88,662.77,1,16.42,47.98
33,-70.63,334.26,287.33,1,15.85,82.04
9,-61.31,487.93,466.61,1,15.64,50.82
33,-71.5,486.1,231.2,1,16.24,73.1
23,-67.78,519.66,583.59,1,16.83,47.04
36,-74.94,174.12,129.48,1,15.31,59.35
33,-70.32,381.32,270.87,1,7.78,73.74
33,-71.01,370.26,277.24,1,5.69,65.53
12,-66.56,359.88,263.09,1,14.4,54.98
10,-59.76,535.14,363.35,1,5.76,45.51
25,-71.96,233.42,305.28,1,14.13,54
35,-74.11,178.2,33.94,1,15.56,52.05
20,-40.18,871.92,881.38,1,15.67,51.99
19,-48.74,865.15,866.47,1,15.46,47.05
14,-49.02,889.59,687.16,1,5.26,60.19
14,-49.35,758.36,756.22,1,17.32,50.99
36,-75.4,137.66,111.62,1,11.25,59.67
19,-47.46,872.18,885.14,1,4.44,54.17
11,-61.16,335.91,405.87,1,14.78,51.56
1,-76.26,231.71,174.31,1,10.11,49.65
35,-73.73,116.81,125.28,1,5.1,54.2
5,-58.05,663.42,697.63,0,14.19,64.66
23,-65.67,579.46,643.21,1,5.4,53.8
27,-54.49,641.29,660.41,1,5.14,60.58
28,-63.65,444.91,402.24,1,11.06,87.85
13,-59,518.36,510.73,1,5.64,61.14
11,-61.1,353.54,385.29,1,12.12,47.75
26,-59.86,683.76,537.15,1,15.81,52.38
7,-69.76,164.86,223.88,1,13.38,49.66
23,-66.35,513.75,588.91,1,15.43,51.33
22,-60.11,525.37,639.27,1,16.72,47.67
14,-49.61,765.51,601.2,1,15.77,51.67
8,-66.81,350.04,341.45,1,14.26,52.77
34,-70.75,287.55,24.41,0,13.34,58.34
32,-74.07,229.32,243.62,1,15.53,72.72
18,-54.15,646.55,662.29,1,15.99,48.13
27,-53.82,647.33,625.51,1,5.14,48.91
18,-53.01,618.32,648.59,1,15.61,51.07
13,-58.84,537.32,588.78,1,14.6,53.45
31,-76.81,188.19,108.26,1,10.58,70.72
17,-48,864.26,864.75,1,15.57,49.83
18,-53.49,633.26,635.74,1,15.94,48.09
20,-40.09,862.36,851.02,1,16.02,45.4
35,-76.29,188.94,97.53,1,6.03,53.18
11,-61.66,345.53,373.03,1,5.75,52.44
7,-69.84,260.66,185.8,1,15.28,54.55
18,-53.74,641.04,591.76,1,4.41,47.92
4,-51.92,663.37,867.95,0,16,45.96
1,-76.27,261.71,70.65,1,7.08,55.87
13,-59.14,480.32,607.45,1,15.31,55.42
6,-67.42,347.36,219.93,1,8.54,56.14
32,-73.99,251.54,184.45,1,16.04,70.98
13,-60.9,667.86,554.55,1,4.06,53.62
34,-70.85,308.68,223.84,0,13.16,58.39
10,-61.09,503.99,336.97,1,15.43,56.16
1,-76.26,124.04,111.02,1,16.7,50.15
36,-74.85,165.11,110.21,1,9.44,49.18
11,-60.74,326.17,259.77,1,18.01,50.76
20,-37.88,883.91,858.16,1,16.2,50.4
3,-66.53,351.72,391.96,1,15.87,58.77
12,-66.91,464.72,282.26,1,14.27,51.55
8,-67.24,313.91,342.32,1,15.91,46.2
7,-70.17,222.79,191.59,1,15.36,55.47
12,-67.22,212.01,163.62,1,16.29,50.52
26,-58.83,651.89,479.34,1,16.94,53.98
3,-66.17,352.73,348.62,1,17.8,59.89
9,-61.23,513.39,346.56,1,5.71,63.94
14,-49.29,786.72,590.85,1,13.85,49.48
24,-62.92,531.19,512.74,1,14.8,50.42
5,-60.16,647,602.16,0,10.78,48.18
33,-70.95,458.43,229.67,1,16.03,72.8
27,-55,716.46,471.28,1,15.63,59.91
18,-53.84,656.13,575.56,1,16.25,54.07
1,-75.74,162.29,135.87,1,15.99,49.16
16,-53.49,763.57,769.93,1,14.73,43.5
36,-74.63,107.98,118.46,1,15.99,51.95
29,-68.58,338.98,362.67,1,7.36,49.07
10,-60.43,510.33,403.86,1,5.27,46.63
16,-52.18,625.63,673.12,1,4.39,59.03
11,-61.91,459.34,222.56,1,14.46,48.61
26,-59.87,663.15,524.08,1,17.31,55.41
10,-58.85,382.05,395.62,1,5.84,49.17
4,-51.77,704.72,793.85,0,3.46,57.77
1,-74.49,223.81,189.28,1,6.02,57.51
25,-71.06,245.44,274.2,1,10.8,53.7
10,-58.53,528.66,375.39,1,14.57,60.28
35,-74.67,225.92,103.1,1,16,52.44
19,-47.76,890.87,843.54,1,10.94,47.7
29,-68.98,321.16,231.42,1,11.47,52.57
26,-59.54,694.82,529.46,1,14.62,61.89
21,-50.8,873.61,875.16,1,15.64,47.01
8,-66.02,329.44,411.92,1,18,56.13
9,-61.85,530.75,449.05,1,15.67,52.46
25,-71.26,332.16,225.7,1,12.85,47.58
31,-77.23,181.81,113.87,1,16.24,70.1
20,-39.7,873.25,842.84,1,15.41,47.99
27,-55.56,508.96,471.55,1,13.82,51.71
6,-67.89,354.59,270.69,1,13.31,46.24
16,-53.43,776.59,657.31,1,4.8,51.18
32,-73.24,223.05,209.56,1,16.25,71.37
34,-69.41,274.3,257.65,0,11.95,57.42
28,-64.58,435.67,383.67,1,17.32,77.36
33,-71.38,474.55,322.3,1,12.72,67.86
34,-70.23,234.98,232.36,0,4.65,53.8
31,-76.66,153.97,121.69,1,3.52,51.45
13,-58.67,525.58,535.02,1,5.09,61.13
34,-70.1,252.4,252.64,0,10.85,62.14
29,-67.73,325.35,320.47,1,15.31,55.75
3,-66.62,260.31,378.78,1,9.87,57.67
14,-50.53,851.54,581.46,1,17.46,51.81
10,-60.92,454.33,381.75,1,12.18,51.6
31,-76.31,118.24,128.67,1,14.79,86.24
14,-50.15,768.14,867.41,1,3.94,44.77
26,-60.79,507.4,600.66,1,16.16,49.19
18,-52.01,643.28,645.39,1,5.42,49.18
12,-66.98,349.55,266.94,1,16.58,59.96
19,-48.53,862.12,865.57,1,17.3,44.93
29,-67.96,357.69,329.75,1,7.2,48.77
35,-73.74,166.02,131.85,1,16.84,52.25
11,-60.85,339.39,377.73,1,5.77,52.33
8,-66.47,313.31,372.08,1,9.24,47.11
10,-61.08,524.65,346.54,1,15.34,55.78
2,-72.3,167.39,174.95,1,17.41,51
2,-72.52,224.87,176.77,1,14.27,59.43
22,-59.64,527.45,648.23,1,16.7,48.41
9,-62,539.78,375.15,1,16.21,67.86
7,-69.4,329.28,245.54,1,14.49,51.89
35,-74.06,175.81,109.64,1,16.22,46.47
12,-66.54,359.17,310.6,1,15.15,51.39
11,-60.34,345.01,405.19,1,3.82,65.64
6,-70.62,479.43,276.94,1,16.17,51.65
10,-59.99,334.5,375.03,1,11.92,57.76
16,-53.67,855.54,778.97,1,13,51.36
21,-50.74,870.88,880.77,1,16.52,52.96
24,-61.6,519.89,539.65,1,14.73,50.35
1,-75,199.56,181.85,1,15.28,51.52
9,-62.34,520.43,356.75,1,14.78,71.37
16,-53.21,658.28,704.93,1,4,44.54
35,-74.22,173.87,107.41,1,13.77,49.34
8,-67.69,368.11,337.47,1,16.92,50.73
36,-75.56,124.54,124.11,1,14.49,52.61
27,-53.71,655.24,647.17,1,15.15,54.14
31,-77.44,179.61,128.88,1,16.85,84.78
17,-49.66,870.84,872.99,1,17.49,47.56
1,-76.42,174.6,184.23,1,11.67,45.44
14,-48.84,872.05,771.87,1,17.45,43.78
2,-73.02,106.94,136.68,1,6.23,48.49
12,-66.79,354.04,288.67,1,5.39,49.91
4,-51.89,654.36,881.35,0,16.29,50.92
32,-74.77,243.91,183.63,1,15.25,63.66
4,-51.99,757.63,866.9,0,3.62,49.69
9,-61.79,530.56,456.06,1,4.37,72.57
10,-59.39,532.85,416.41,1,14.19,60.31
4,-50.38,656.69,851.6,0,5,44.42
3,-66.36,469.86,378.65,1,8.26,60.4
21,-50.97,871.99,875.61,1,16.21,48.37
8,-66.12,253.87,382.06,1,16.32,50.92
13,-59.01,537.68,568.51,1,14.52,53.08
10,-60.62,354.85,390.2,1,5.57,51.1
34,-68.87,224.06,237.46,0,4.55,53.51
16,-53.39,645.22,656.79,1,4.72,58.55
9,-61.79,644.48,483.18,1,5.07,51.9
19,-47.23,880.64,867.7,1,15.56,47.49
19,-46.32,856.6,864.65,1,16,46.49
7,-70.39,177.17,254.46,1,15.23,50.71
6,-68.06,472.56,291.92,1,15.83,49.21
16,-52.22,687.27,747.69,1,14.95,50.6
13,-59.57,655.1,573.24,1,13.77,55.33
33,-71.27,367.06,255.66,1,13.63,73.83
26,-60.38,548.83,540.34,1,15.26,53.42
7,-69.84,245,240.05,1,14.76,53.14
31,-76.64,234.89,111.46,1,14.83,73.76
24,-60.66,468.12,547.62,1,5.51,48.9
36,-74.45,240.95,124.8,1,8.17,55.45
31,-76.55,158.38,152.45,1,14.43,80.88
10,-62.48,575.3,464.96,1,15.69,58.98
2,-73.31,84.15,101.43,1,17.2,43.69
21,-51.99,872.68,873.65,1,15.67,47.98
31,-76.85,174.51,136.67,1,3.99,75.55
16,-53.48,768.37,577,1,17.56,53.48
9,-62.65,533.9,504.18,1,17,47.54
21,-51.28,856.59,855.8,1,16,48.03
14,-49.66,862.86,769.72,1,15.21,50.85
35,-73.77,178.25,145.44,1,15.51,44.86
9,-62,524.73,358.21,1,4.66,56.94
16,-53.67,782.11,787.22,1,17.51,50.53
28,-65.6,332.49,395.96,1,10.56,83.5
35,-74.19,166.94,102.58,1,17.15,52.29
25,-70.59,230.63,287.62,1,14.13,55.87
10,-58.32,455.46,350.05,1,15.38,71.53
31,-76.79,180.53,103.96,1,14.39,46.81
10,-62.66,576.87,491.85,1,15.57,58.76
24,-62.39,544.82,602.63,1,16.4,55.54
11,-63.39,344.61,382.82,1,14.26,53.23
32,-74.29,223.42,224.7,1,4.96,67.16
32,-74.78,227,169.31,1,12.54,70
21,-50.96,864.76,875.41,1,11.58,46.22
10,-60.51,516.15,360.29,1,5.34,55.19
32,-73.35,237.26,194.05,1,15.69,75.01
28,-64.08,462.43,394.52,1,12.84,72.01
21,-52.38,883.54,863.23,1,13.95,56.33
25,-70.37,364.36,343.13,1,16.6,67.88
13,-59.99,517.86,518.04,1,14.45,52.61
12,-66.86,339.38,288.73,1,15,72.11
11,-61.78,373.5,385.02,1,17.11,53.09
25,-71.93,352.46,284.81,1,14.84,55.23
19,-48.43,871.81,866.87,1,17.04,47.42
21,-50.59,854.14,862.79,1,17.75,50.89
2,-72.5,78.06,124.81,1,16.92,43.09
22,-59.24,707.22,660.91,1,16.49,53.58
6,-66.98,329.48,241.84,1,8.36,56.02
3,-67.05,351.07,394.64,1,5.68,59.15
20,-40.32,842.32,876.43,1,17.85,46.12
18,-53.9,715.58,463.07,1,14.93,44.86
28,-63.95,366.36,397.53,1,14.12,70.31
20,-38.82,850.73,874.04,1,15.82,51.89
14,-49.32,763.48,582.7,1,16.84,51.45
20,-40.25,876,869.58,1,17.93,46.81
19,-48.34,892.65,864.3,1,14.94,45.75
35,-73.93,157.33,110.59,1,3.56,55.81
35,-76.82,105.38,129.42,1,4.55,55.05
24,-62.79,521.69,462.39,1,15.35,57.55
21,-50.25,899.75,853.02,1,17.47,46.33
22,-59.35,653.76,630.76,1,17.88,52.51
16,-53.99,654.08,695.36,1,16.09,69.34
18,-52.73,644.95,672.19,1,5.99,48.79
14,-48.67,785.16,865.92,1,11.55,43.92
7,-70.96,232.21,186.92,1,10.11,50.32
12,-67.56,267.04,269.99,1,15.52,51.67
11,-61.65,493.35,225.5,1,15.07,48.2
23,-66.83,711.35,606.04,1,16.66,46.6
36,-74.74,164.69,133.6,1,8.83,49.56
19,-49.6,883.7,857.12,1,16.05,46.8
17,-48.27,876.34,869.8,1,15.29,45.19
10,-62.14,576.4,464.06,1,15.78,58.07
34,-70.97,276.02,209.06,0,13.33,58.86
7,-70.27,200.18,235.63,1,15.22,51.65
13,-60.39,597.39,540.84,1,17.04,54.23
8,-67.59,336.05,384.13,1,15.24,51.4
14,-49,858.14,781.19,1,16.89,50.45
15,-50.52,874.41,796.94,1,14.15,50
25,-71.15,352.97,318.03,1,14.58,60.8
8,-67.22,327.18,357.88,1,15.92,46.32
2,-73.41,108.3,145.45,1,14.35,49.08
13,-60.09,516.62,506.63,1,16.47,53.22
26,-59.68,665.4,529.8,1,17.13,55.26
4,-53.43,775.51,861.65,0,15.06,50.72
9,-62.06,471.04,489.83,1,5.11,50.63
36,-75.11,187.87,106.67,1,6.59,54.98
15,-51.63,776.17,711.37,1,3.99,51.38
33,-71.81,343.27,246.6,1,5.2,89.58
26,-60.09,521.86,518.76,1,14.61,46.73
31,-77.01,228.8,125.75,1,14.18,76.53
25,-71.18,358.34,288.09,1,17.17,57.98
28,-64.26,465.07,387.87,1,10.55,65.5
31,-76.96,165.12,127.64,1,16.29,84
6,-70.98,361.55,288.79,0,2.76,52.54
16,-52.88,653.4,595.54,1,14.88,48.57
23,-65.79,543.03,590.29,1,15.36,50.62
36,-75.91,101.56,145.54,1,14.18,52.95
